name,kind,area,status,return_or_variable_type,parameters
bt_keys_storage_alloc,Function,Other libraries and assets,not_bridged,BtKeysStorage*,const char*
bt_keys_storage_delete,Function,Other libraries and assets,not_bridged,_Bool,BtKeysStorage*
bt_keys_storage_free,Function,Other libraries and assets,not_bridged,void,BtKeysStorage*
bt_keys_storage_get_root_keys,Function,Other libraries and assets,not_bridged,const GapRootSecurityKeys*,BtKeysStorage*
bt_keys_storage_is_changed,Function,Other libraries and assets,not_bridged,_Bool,BtKeysStorage*
bt_keys_storage_load,Function,Other libraries and assets,not_bridged,_Bool,BtKeysStorage*
bt_keys_storage_set_default_path,Function,Other libraries and assets,native_export_needs_arm_bridge,void,Bt*
bt_keys_storage_set_file_path,Function,Other libraries and assets,not_bridged,void,"BtKeysStorage*, const char*"
bt_keys_storage_set_ram_params,Function,Other libraries and assets,not_bridged,void,"BtKeysStorage*, uint8_t*, uint16_t"
bt_keys_storage_set_storage_path,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"Bt*, const char*"
bt_keys_storage_update,Function,Other libraries and assets,not_bridged,_Bool,"BtKeysStorage*, uint8_t*, uint32_t"
bt_profile_restore_default,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,Bt*
bt_profile_start,Function,Other libraries and assets,native_export_needs_arm_bridge,FuriHalBleProfileBase*,"Bt*, const FuriHalBleProfileTemplate*, FuriHalBleProfileParams"
bt_set_status_changed_callback,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"Bt*, BtStatusChangedCallback, void*"
buffered_file_stream_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,Stream*,Storage*
buffered_file_stream_close,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,Stream*
buffered_file_stream_get_error,Function,Other libraries and assets,not_bridged,FS_Error,Stream*
buffered_file_stream_open,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,"Stream*, const char*, FS_AccessMode, FS_OpenMode"
buffered_file_stream_sync,Function,Other libraries and assets,not_bridged,_Bool,Stream*
button_menu_add_item,Function,Other libraries and assets,not_bridged,ButtonMenuItem*,"ButtonMenu*, const char*, int32_t, ButtonMenuItemCallback, ButtonMenuItemType, void*"
button_menu_alloc,Function,Other libraries and assets,not_bridged,ButtonMenu*,
button_menu_free,Function,Other libraries and assets,not_bridged,void,ButtonMenu*
button_menu_get_view,Function,Other libraries and assets,not_bridged,View*,ButtonMenu*
button_menu_reset,Function,Other libraries and assets,not_bridged,void,ButtonMenu*
button_menu_set_header,Function,Other libraries and assets,not_bridged,void,"ButtonMenu*, const char*"
button_menu_set_selected_item,Function,Other libraries and assets,not_bridged,void,"ButtonMenu*, uint32_t"
button_panel_add_icon,Function,Other libraries and assets,not_bridged,void,"ButtonPanel*, uint16_t, uint16_t, const Icon*"
button_panel_add_item,Function,Other libraries and assets,not_bridged,void,"ButtonPanel*, uint32_t, uint16_t, uint16_t, uint16_t, uint16_t, const Icon*, const Icon*, ButtonItemCallback, void*"
button_panel_add_label,Function,Other libraries and assets,not_bridged,void,"ButtonPanel*, uint16_t, uint16_t, Font, const char*"
button_panel_alloc,Function,Other libraries and assets,not_bridged,ButtonPanel*,
button_panel_free,Function,Other libraries and assets,not_bridged,void,ButtonPanel*
button_panel_get_view,Function,Other libraries and assets,not_bridged,View*,ButtonPanel*
button_panel_reserve,Function,Other libraries and assets,not_bridged,void,"ButtonPanel*, size_t, size_t"
button_panel_reset,Function,Other libraries and assets,not_bridged,void,ButtonPanel*
byte_input_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,ByteInput*,
byte_input_free,Function,Other libraries and assets,native_export_needs_arm_bridge,void,ByteInput*
byte_input_get_view,Function,Other libraries and assets,native_export_needs_arm_bridge,View*,ByteInput*
byte_input_set_header_text,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"ByteInput*, const char*"
byte_input_set_result_callback,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"ByteInput*, ByteInputCallback, ByteChangedCallback, void*, uint8_t*, uint8_t"
calloc,Function,Other libraries and assets,native_export_needs_arm_bridge,void*,"size_t, size_t"
canvas_clear,Function,Drawing,bridged_subset,void,Canvas*
canvas_commit,Function,Drawing,not_bridged,void,Canvas*
canvas_current_font_height,Function,Drawing,native_export_needs_arm_bridge,size_t,const Canvas*
canvas_draw_bitmap,Function,Drawing,not_bridged,void,"Canvas*, int32_t, int32_t, size_t, size_t, const uint8_t*"
canvas_draw_box,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, size_t, size_t"
canvas_draw_circle,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, size_t"
canvas_draw_disc,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, size_t"
canvas_draw_dot,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t"
canvas_draw_frame,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, size_t, size_t"
canvas_draw_glyph,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, uint16_t"
canvas_draw_icon,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, const Icon*"
canvas_draw_icon_animation,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, IconAnimation*"
canvas_draw_icon_ex,Function,Drawing,not_bridged,void,"Canvas*, int32_t, int32_t, const Icon*, IconRotation"
canvas_draw_line,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, int32_t, int32_t"
canvas_draw_rbox,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, size_t, size_t, size_t"
canvas_draw_rframe,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, size_t, size_t, size_t"
canvas_draw_str,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, const char*"
canvas_draw_str_aligned,Function,Drawing,bridged_subset,void,"Canvas*, int32_t, int32_t, Align, Align, const char*"
canvas_draw_triangle,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, size_t, size_t, CanvasDirection"
canvas_draw_xbm,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, int32_t, int32_t, size_t, size_t, const uint8_t*"
canvas_draw_xbm_ex,Function,Drawing,not_bridged,void,"Canvas*, int32_t, int32_t, size_t, size_t, IconRotation, const uint8_t*"
canvas_get_buffer,Function,Drawing,not_bridged,uint8_t*,Canvas*
canvas_get_buffer_size,Function,Drawing,not_bridged,size_t,const Canvas*
canvas_get_font_params,Function,Drawing,not_bridged,const CanvasFontParameters*,"const Canvas*, Font"
canvas_glyph_width,Function,Drawing,native_export_needs_arm_bridge,size_t,"Canvas*, uint16_t"
canvas_height,Function,Drawing,native_export_needs_arm_bridge,size_t,const Canvas*
canvas_invert_color,Function,Drawing,native_export_needs_arm_bridge,void,Canvas*
canvas_reset,Function,Drawing,not_bridged,void,Canvas*
canvas_set_bitmap_mode,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, _Bool"
canvas_set_color,Function,Drawing,bridged_subset,void,"Canvas*, Color"
canvas_set_custom_u8g2_font,Function,Drawing,native_export_needs_arm_bridge,void,"Canvas*, const uint8_t*"
canvas_set_font,Function,Drawing,bridged_subset,void,"Canvas*, Font"
canvas_set_font_direction,Function,Drawing,not_bridged,void,"Canvas*, CanvasDirection"
canvas_string_width,Function,Drawing,native_export_needs_arm_bridge,uint16_t,"Canvas*, const char*"
canvas_width,Function,Drawing,native_export_needs_arm_bridge,size_t,const Canvas*
cli_ansi_parser_alloc,Function,Other libraries and assets,not_bridged,CliAnsiParser*,
cli_ansi_parser_feed,Function,Other libraries and assets,not_bridged,CliAnsiParserResult,"CliAnsiParser*, char"
cli_ansi_parser_feed_timeout,Function,Other libraries and assets,not_bridged,CliAnsiParserResult,CliAnsiParser*
cli_ansi_parser_free,Function,Other libraries and assets,not_bridged,void,CliAnsiParser*
cli_is_pipe_broken_or_is_etx_next_char,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,PipeSide*
cli_print_usage,Function,Other libraries and assets,not_bridged,void,"const char*, const char*, const char*"
cli_registry_add_command,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"CliRegistry*, const char*, CliCommandFlag, CliCommandExecuteCallback, void*"
cli_registry_add_command_ex,Function,Other libraries and assets,not_bridged,void,"CliRegistry*, const char*, CliCommandFlag, CliCommandExecuteCallback, void*, size_t"
cli_registry_alloc,Function,Other libraries and assets,not_bridged,CliRegistry*,
cli_registry_delete_command,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"CliRegistry*, const char*"
cli_registry_free,Function,Other libraries and assets,not_bridged,void,CliRegistry*
cli_registry_reload_external_commands,Function,Other libraries and assets,not_bridged,void,"CliRegistry*, const CliCommandExternalConfig*"
cli_registry_remove_external_commands,Function,Other libraries and assets,not_bridged,void,CliRegistry*
cli_shell_alloc,Function,Other libraries and assets,not_bridged,CliShell*,"CliShellMotd, void*, PipeSide*, CliRegistry*, const CliCommandExternalConfig*"
cli_shell_free,Function,Other libraries and assets,not_bridged,void,CliShell*
cli_shell_join,Function,Other libraries and assets,not_bridged,void,CliShell*
cli_shell_set_prompt,Function,Other libraries and assets,not_bridged,void,"CliShell*, const char*"
cli_shell_start,Function,Other libraries and assets,not_bridged,void,CliShell*
cli_sleep,Function,Other libraries and assets,not_bridged,_Bool,"PipeSide*, uint32_t"
cli_vcp_disable,Function,Other libraries and assets,not_bridged,void,CliVcp*
cli_vcp_enable,Function,Other libraries and assets,not_bridged,void,CliVcp*
composite_api_resolver_add,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"CompositeApiResolver*, const ElfApiInterface*"
composite_api_resolver_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,CompositeApiResolver*,
composite_api_resolver_free,Function,Other libraries and assets,native_export_needs_arm_bridge,void,CompositeApiResolver*
composite_api_resolver_get,Function,Other libraries and assets,native_export_needs_arm_bridge,const ElfApiInterface*,CompositeApiResolver*
compress_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,Compress*,"CompressType, const void*"
compress_config_heatshrink_default,Variable,Other libraries and assets,not_bridged,const CompressConfigHeatshrink,
compress_decode,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,"Compress*, uint8_t*, size_t, uint8_t*, size_t, size_t*"
compress_decode_streamed,Function,Other libraries and assets,not_bridged,_Bool,"Compress*, CompressIoCallback, void*, CompressIoCallback, void*"
compress_encode,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,"Compress*, uint8_t*, size_t, uint8_t*, size_t, size_t*"
compress_free,Function,Other libraries and assets,native_export_needs_arm_bridge,void,Compress*
compress_icon_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,CompressIcon*,size_t
compress_icon_decode,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"CompressIcon*, const uint8_t*, uint8_t**"
compress_icon_free,Function,Other libraries and assets,native_export_needs_arm_bridge,void,CompressIcon*
compress_stream_decoder_alloc,Function,Other libraries and assets,not_bridged,CompressStreamDecoder*,"CompressType, const void*, CompressIoCallback, void*"
compress_stream_decoder_free,Function,Other libraries and assets,not_bridged,void,CompressStreamDecoder*
compress_stream_decoder_read,Function,Other libraries and assets,not_bridged,_Bool,"CompressStreamDecoder*, uint8_t*, size_t"
compress_stream_decoder_rewind,Function,Other libraries and assets,not_bridged,_Bool,CompressStreamDecoder*
compress_stream_decoder_seek,Function,Other libraries and assets,not_bridged,_Bool,"CompressStreamDecoder*, size_t"
compress_stream_decoder_tell,Function,Other libraries and assets,not_bridged,size_t,CompressStreamDecoder*
crc32_calc_buffer,Function,Other libraries and assets,not_bridged,uint32_t,"uint32_t, const void*, size_t"
crc32_calc_file,Function,Other libraries and assets,not_bridged,uint32_t,"File*, const FileCrcProgressCb, void*"
crypto1_alloc,Function,Other libraries and assets,not_bridged,Crypto1*,
crypto1_bit,Function,Other libraries and assets,not_bridged,uint8_t,"Crypto1*, uint8_t, int"
crypto1_byte,Function,Other libraries and assets,not_bridged,uint8_t,"Crypto1*, uint8_t, int"
crypto1_decrypt,Function,Other libraries and assets,not_bridged,void,"Crypto1*, const BitBuffer*, BitBuffer*"
crypto1_decrypt_nt_enc,Function,Other libraries and assets,not_bridged,uint32_t,"uint32_t, uint32_t, MfClassicKey"
crypto1_encrypt,Function,Other libraries and assets,not_bridged,void,"Crypto1*, uint8_t*, const BitBuffer*, BitBuffer*"
crypto1_encrypt_reader_nonce,Function,Other libraries and assets,not_bridged,void,"Crypto1*, uint64_t, uint32_t, uint8_t*, uint8_t*, BitBuffer*, _Bool"
crypto1_free,Function,Other libraries and assets,not_bridged,void,Crypto1*
crypto1_init,Function,Other libraries and assets,not_bridged,void,"Crypto1*, uint64_t"
crypto1_is_weak_prng_nonce,Function,Other libraries and assets,not_bridged,_Bool,uint32_t
crypto1_lfsr_rollback_word,Function,Other libraries and assets,not_bridged,uint32_t,"Crypto1*, uint32_t, int"
crypto1_nonce_matches_encrypted_parity_bits,Function,Other libraries and assets,not_bridged,_Bool,"uint32_t, uint32_t, uint8_t"
crypto1_prng_successor,Function,Other libraries and assets,not_bridged,uint32_t,"uint32_t, uint32_t"
crypto1_reset,Function,Other libraries and assets,not_bridged,void,Crypto1*
crypto1_word,Function,Other libraries and assets,not_bridged,uint32_t,"Crypto1*, uint32_t, int"
date_time_input_alloc,Function,Other libraries and assets,not_bridged,DateTimeInput*,
date_time_input_free,Function,Other libraries and assets,not_bridged,void,DateTimeInput*
date_time_input_get_view,Function,Other libraries and assets,not_bridged,View*,DateTimeInput*
date_time_input_set_editable_fields,Function,Other libraries and assets,not_bridged,void,"DateTimeInput*, _Bool, _Bool, _Bool, _Bool, _Bool, _Bool"
date_time_input_set_result_callback,Function,Other libraries and assets,not_bridged,void,"DateTimeInput*, DateTimeChangedCallback, DateTimeDoneCallback, void*, DateTime*"
datetime_datetime_to_timestamp,Function,Other libraries and assets,native_export_needs_arm_bridge,uint32_t,DateTime*
datetime_get_days_per_month,Function,Other libraries and assets,native_export_needs_arm_bridge,uint8_t,"_Bool, uint8_t"
datetime_get_days_per_year,Function,Other libraries and assets,native_export_needs_arm_bridge,uint16_t,uint16_t
datetime_is_leap_year,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,uint16_t
datetime_timestamp_to_datetime,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"uint32_t, DateTime*"
datetime_validate_datetime,Function,Other libraries and assets,not_bridged,_Bool,DateTime*
dialog_ex_alloc,Function,GUI modules,native_export_needs_arm_bridge,DialogEx*,
dialog_ex_disable_extended_events,Function,GUI modules,not_bridged,void,DialogEx*
dialog_ex_enable_extended_events,Function,GUI modules,not_bridged,void,DialogEx*
dialog_ex_free,Function,GUI modules,native_export_needs_arm_bridge,void,DialogEx*
dialog_ex_get_view,Function,GUI modules,native_export_needs_arm_bridge,View*,DialogEx*
dialog_ex_reset,Function,GUI modules,native_export_needs_arm_bridge,void,DialogEx*
dialog_ex_set_center_button_text,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, const char*"
dialog_ex_set_context,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, void*"
dialog_ex_set_header,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, const char*, uint8_t, uint8_t, Align, Align"
dialog_ex_set_icon,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, uint8_t, uint8_t, const Icon*"
dialog_ex_set_left_button_text,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, const char*"
dialog_ex_set_result_callback,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, DialogExResultCallback"
dialog_ex_set_right_button_text,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, const char*"
dialog_ex_set_text,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogEx*, const char*, uint8_t, uint8_t, Align, Align"
dialog_file_browser_set_basic_options,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogsFileBrowserOptions*, const char*, const Icon*"
dialog_file_browser_show,Function,GUI modules,native_export_needs_arm_bridge,_Bool,"DialogsApp*, FuriString*, FuriString*, const DialogsFileBrowserOptions*"
dialog_message_alloc,Function,GUI modules,native_export_needs_arm_bridge,DialogMessage*,
dialog_message_free,Function,GUI modules,native_export_needs_arm_bridge,void,DialogMessage*
dialog_message_set_buttons,Function,GUI modules,native_export_needs_arm_bridge,void,"DialogMessage*, const char*, const char*, const char*"
